entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
153,185,2018-01-02 20:25:00,2018-01-02 23:05:00,1,1.35837,1.35939,9.200000000000209
339,346,2018-01-03 11:55:00,2018-01-03 12:30:00,1,1.35851,1.35774,-8.700000000001594
374,390,2018-01-03 14:50:00,2018-01-03 16:10:00,1,1.35675,1.35538,-14.699999999998713
400,419,2018-01-03 17:00:00,2018-01-03 18:35:00,-1,1.35322,1.35179,13.300000000000423
512,520,2018-01-04 02:20:00,2018-01-04 03:00:00,-1,1.3508,1.35099,-2.8999999999991246
537,558,2018-01-04 04:25:00,2018-01-04 06:10:00,1,1.35167,1.35179,0.2000000000012001
676,777,2018-01-04 16:00:00,2018-01-05 00:25:00,-1,1.35333,1.355,-17.700000000000603
820,853,2018-01-05 04:00:00,2018-01-05 06:45:00,1,1.35552,1.35625,6.299999999998974
922,972,2018-01-05 12:30:00,2018-01-05 16:40:00,-1,1.35379,1.35582,-21.299999999999763
