openTime,openPrice,highPrice,lowPrice,closePrice,macd_main,macd_signal,MA_short,MA_mid,MA_long
2019-04-03 14:45:00,1.31558,1.31667,1.31535,1.3165200000000001,-0.0003360944928485488,-0.000319318275890268,1.3162280000000002,1.31705,1.316922
2019-04-03 15:00:00,1.3165200000000001,1.31694,1.31615,1.31631,-0.0002880797193789419,-0.00035156929439827966,1.316094,1.3169899999999999,1.3170156000000002
2019-04-03 15:15:00,1.3163,1.3186,1.31628,1.31789,1.793291695850741e-05,-0.00026453823276950667,1.316426,1.3170353846153848,1.3171524
2019-04-03 15:30:00,1.31788,1.31788,1.31676,1.31683,1.027699731492859e-05,-0.0001489910744885137,1.316624,1.3169746153846151,1.3172632
2019-04-03 15:45:00,1.31682,1.31691,1.3160100000000001,1.31675,-7.880569004470317e-06,-6.693759352749407e-05,1.3168600000000001,1.3169169230769229,1.3172932
2019-04-03 16:00:00,1.31673,1.31682,1.31491,1.31523,-0.0002708636297930056,-6.263357113100998e-05,1.316602,1.316694615384615,1.317181600000001
2019-04-03 16:15:00,1.31523,1.31585,1.31461,1.31465,-0.0004985840174644983,-0.0001917628047367614,1.31627,1.3164823076923078,1.3170363999999999
2019-04-03 16:30:00,1.31467,1.31475,1.31202,1.31308,-0.000859062898534102,-0.00040909777869901914,1.315308,1.316109230769231,1.3168351999999999
2019-04-03 16:45:00,1.3131,1.31377,1.31259,1.31304,-0.001018269893654278,-0.000661695109861471,1.31455,1.315763076923077,1.3166308
2019-04-03 17:00:00,1.3134,1.31536,1.31304,1.31413,-0.0008684810079624405,-0.0008110994544038298,1.314026,1.315543846153846,1.31645
2019-04-03 17:15:00,1.31413,1.31485,1.31392,1.3140399999999999,-0.000752016015469037,-0.0008744574539049642,1.313788,1.315375384615384,1.3162948
2019-04-03 17:30:00,1.31403,1.31446,1.31359,1.31385,-0.0006772012410021232,-0.0008289920395219696,1.313628,1.3152223076923077,1.3162104
2019-04-03 17:45:00,1.31385,1.31599,1.31371,1.3158,-0.0002730151862428976,-0.0006426783626691246,1.314172,1.31524,1.31613
2019-04-03 18:00:00,1.31587,1.31702,1.31502,1.31681,0.0001350334656369245,-0.0003917997442692833,1.314926,1.3152623076923078,1.316118799999999
2019-04-03 18:15:00,1.3168,1.31684,1.3145,1.31455,-2.244136474294223e-05,-0.00020940608158775959,1.31501,1.315126923076923,1.3160087999999999
2019-04-03 18:30:00,1.31454,1.3155299999999999,1.31419,1.31534,2.2986027531590743e-05,-3.435926445433113e-05,1.3152700000000002,1.314930769230769,1.3159176000000001
2019-04-03 18:45:00,1.31534,1.3184,1.3142200000000002,1.3181200000000002,0.0005102797994880337,0.00016146448197840169,1.316124,1.31503,1.3159424
2019-04-03 19:00:00,1.3181,1.3181200000000002,1.31639,1.31669,0.0005143163506033943,0.0002562852032200191,1.316302,1.315025384615385,1.3158851999999999
2019-04-03 19:15:00,1.31671,1.3176700000000001,1.3157,1.31625,0.0004146524150785424,0.00036555864817539035,1.31619,1.315103846153846,1.3158388
2019-04-03 19:30:00,1.31625,1.31713,1.31568,1.31623,0.00033291398339363454,0.00044304063714090125,1.316526,1.315225384615385,1.3157708000000001
2019-04-03 19:45:00,1.31623,1.31682,1.31564,1.31682,0.0003673418556022767,0.000407306151169462,1.316822,1.3155130769230772,1.315742
2019-04-03 20:00:00,1.31681,1.31785,1.3168,1.3174700000000001,0.0004743939037403777,0.00039732553945370785,1.316692,1.315853846153846,1.3157616
2019-04-03 20:15:00,1.3174700000000001,1.31748,1.3160399999999999,1.3161100000000001,0.00028084538027584044,0.00036387378075303234,1.316576,1.316006153846154,1.3157568000000002
2019-04-03 20:30:00,1.3161200000000002,1.3162,1.31526,1.31605,0.0001477159016691765,0.0003175742603219178,1.3165360000000002,1.316160769230769,1.3157652
2019-04-03 20:45:00,1.31607,1.31656,1.3150700000000002,1.31539,-4.4451358760522204e-05,0.0002146259567312181,1.316368,1.316279230769231,1.315758
2019-04-03 21:00:00,1.31539,1.31548,1.3141200000000002,1.31413,-0.00035874142795710984,6.342123806846177e-06,1.3158299999999998,1.316150769230769,1.3156624
2019-04-03 21:15:00,1.3141399999999999,1.31568,1.3141200000000002,1.31555,-0.0002767502759575269,-0.0001330567902514956,1.315446,1.316053846153846,1.315632
2019-04-03 21:30:00,1.31555,1.31664,1.31529,1.31635,-8.249128729342914e-05,-0.000190608587492147,1.315494,1.3161923076923079,1.3155704
2019-04-03 21:45:00,1.31635,1.31646,1.31541,1.31541,-0.0001266534442971867,-0.00021115910887631317,1.315366,1.316197692307693,1.3155136
2019-04-03 22:00:00,1.31541,1.3161200000000002,1.31514,1.3161100000000001,-2.748500683824595e-05,-0.0001283450035965972,1.31551,1.316043076923077,1.315488
2019-04-03 22:15:00,1.3161100000000001,1.31621,1.3158,1.31618,4.080218101876198e-05,-4.895688935252496e-05,1.31592,1.316003846153846,1.315526
2019-04-03 22:30:00,1.31619,1.31623,1.3160399999999999,1.31616,7.313938643838114e-05,-1.0049220919572391e-05,1.316042,1.3159969230769228,1.3155864
2019-04-03 22:45:00,1.31616,1.31651,1.31609,1.3164,0.0001270412013136824,5.337444048314488e-05,1.316052,1.3160100000000001,1.3157192
2019-04-03 23:00:00,1.3164,1.3164,1.31541,1.3156,1.659547617127721e-05,6.439456123552567e-05,1.31609,1.3159161538461541,1.3158216
2019-04-03 23:15:00,1.3156,1.31568,1.31534,1.31545,-7.068523091713352e-05,3.652270825155179e-05,1.315958,1.315760769230769,1.3158743999999998
2019-04-03 23:30:00,1.3154299999999999,1.31574,1.31523,1.31538,-0.00012691422202637528,-1.3490693864637301e-05,1.315798,1.315704615384615,1.315928
2019-04-03 23:45:00,1.31538,1.31598,1.3153299999999999,1.31538,-0.00015110176030819209,-8.302643427010592e-05,1.315642,1.3156530769230772,1.3159892
