entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
181,191,2018-10-29 03:00:00,2018-10-29 03:50:00,1,111.910,111.975,6.0
204,211,2018-10-29 04:55:00,2018-10-29 05:30:00,-1,111.841,111.786,5.0
226,227,2018-10-29 06:45:00,2018-10-29 06:50:00,1,111.856,111.881,2.0
247,249,2018-10-29 08:30:00,2018-10-29 08:40:00,1,111.946,111.970,1.9
270,275,2018-10-29 10:25:00,2018-10-29 10:50:00,1,111.941,111.917,-2.9
294,301,2018-10-29 12:25:00,2018-10-29 13:00:00,1,112.019,112.157,13.3
324,331,2018-10-29 14:55:00,2018-10-29 15:30:00,1,112.372,112.381,0.4
352,356,2018-10-29 17:15:00,2018-10-29 17:35:00,1,112.510,112.451,-6.4
371,372,2018-10-29 18:50:00,2018-10-29 18:55:00,-1,112.488,112.459,2.4
379,391,2018-10-29 19:30:00,2018-10-29 20:30:00,-1,112.383,112.453,-7.5
397,406,2018-10-29 21:00:00,2018-10-29 21:45:00,1,112.447,112.403,-4.9
409,412,2018-10-29 22:00:00,2018-10-29 22:15:00,-1,112.355,112.241,10.9
414,415,2018-10-29 22:25:00,2018-10-29 22:30:00,-1,112.310,112.273,3.2
419,419,2018-10-29 22:50:00,2018-10-29 22:50:00,-1,112.253,112.253,-0.5
419,420,2018-10-29 22:50:00,2018-10-29 22:55:00,1,112.253,112.306,4.8
428,431,2018-10-29 23:35:00,2018-10-29 23:50:00,1,112.302,112.325,1.8
447,449,2018-10-30 01:10:00,2018-10-30 01:20:00,1,112.337,112.347,0.5
455,478,2018-10-30 01:50:00,2018-10-30 03:45:00,1,112.347,112.496,14.4
495,502,2018-10-30 05:10:00,2018-10-30 05:45:00,1,112.570,112.658,8.3
528,530,2018-10-30 07:55:00,2018-10-30 08:05:00,1,112.685,112.721,3.1
549,553,2018-10-30 09:40:00,2018-10-30 10:00:00,1,112.683,112.720,3.2
572,576,2018-10-30 11:35:00,2018-10-30 11:55:00,1,112.811,112.829,1.3
584,588,2018-10-30 12:35:00,2018-10-30 12:55:00,-1,112.747,112.773,-3.1
598,599,2018-10-30 13:45:00,2018-10-30 13:50:00,1,112.803,112.803,-0.5
624,635,2018-10-30 15:55:00,2018-10-30 16:50:00,1,112.877,112.829,-5.3
658,663,2018-10-30 18:45:00,2018-10-30 19:10:00,1,112.770,112.794,1.9
668,669,2018-10-30 19:35:00,2018-10-30 19:40:00,1,112.757,112.800,3.8
