entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
187,190,2018-01-29 03:30:00,2018-01-29 03:45:00,1,108.837,108.776,-6.6
208,212,2018-01-29 05:15:00,2018-01-29 05:35:00,-1,108.807,108.711,9.1
265,281,2018-01-29 10:00:00,2018-01-29 11:20:00,-1,108.930,108.898,2.7
318,325,2018-01-29 14:25:00,2018-01-29 15:00:00,1,108.775,108.850,7.0
367,370,2018-01-29 18:30:00,2018-01-29 18:45:00,-1,109.114,109.168,-5.9
383,387,2018-01-29 19:50:00,2018-01-29 20:10:00,-1,109.090,109.029,5.6
391,392,2018-01-29 20:30:00,2018-01-29 20:35:00,-1,109.074,109.024,4.5
395,402,2018-01-29 20:50:00,2018-01-29 21:25:00,-1,109.028,108.957,6.6
518,523,2018-01-30 07:05:00,2018-01-30 07:30:00,1,108.797,108.727,-7.5
528,532,2018-01-30 07:55:00,2018-01-30 08:15:00,1,108.733,108.611,-12.7
540,569,2018-01-30 08:55:00,2018-01-30 11:20:00,1,108.782,108.603,-18.4
626,628,2018-01-30 16:05:00,2018-01-30 16:15:00,-1,108.527,108.431,9.1
843,857,2018-01-31 10:10:00,2018-01-31 11:20:00,1,108.713,108.739,2.1
1182,1189,2018-02-01 14:25:00,2018-02-01 15:00:00,1,109.654,109.581,-7.8
1189,1197,2018-02-01 15:00:00,2018-02-01 15:40:00,-1,109.581,109.481,9.5
1334,1337,2018-02-02 03:05:00,2018-02-02 03:20:00,1,109.441,109.580,13.4
1507,1512,2018-02-02 17:30:00,2018-02-02 17:55:00,-1,110.383,110.432,-5.4
1512,1557,2018-02-02 17:55:00,2018-02-02 21:40:00,1,110.432,110.232,-20.5
1557,1565,2018-02-02 21:40:00,2018-02-02 22:20:00,-1,110.232,110.176,5.1
1570,1573,2018-02-02 22:45:00,2018-02-02 23:00:00,-1,110.145,110.094,4.6
