entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
166,169,2018-12-31 01:45:00,2018-12-31 02:00:00,-1,110.330,110.311,1.4
176,188,2018-12-31 02:35:00,2018-12-31 03:35:00,1,110.350,110.361,0.6
198,212,2018-12-31 04:25:00,2018-12-31 05:35:00,1,110.436,110.405,-3.6
217,228,2018-12-31 06:00:00,2018-12-31 06:55:00,-1,110.418,110.403,1.0
251,256,2018-12-31 08:50:00,2018-12-31 09:15:00,-1,110.398,110.359,3.4
266,282,2018-12-31 10:05:00,2018-12-31 11:25:00,-1,110.199,110.104,9.0
292,294,2018-12-31 12:15:00,2018-12-31 12:25:00,-1,110.133,110.085,4.3
299,321,2018-12-31 12:50:00,2018-12-31 14:40:00,-1,110.054,109.854,19.5
344,345,2018-12-31 16:35:00,2018-12-31 16:40:00,-1,109.981,109.960,1.6
358,376,2018-12-31 17:45:00,2018-12-31 19:15:00,-1,109.889,109.692,19.2
427,427,2019-01-02 10:05:00,2019-01-02 10:05:00,1,109.227,109.227,-0.5
427,455,2019-01-02 10:05:00,2019-01-02 12:25:00,-1,109.227,108.889,33.3
483,487,2019-01-02 14:45:00,2019-01-02 15:05:00,1,109.168,109.076,-9.7
523,524,2019-01-02 18:05:00,2019-01-02 18:10:00,1,109.296,109.330,2.9
524,525,2019-01-02 18:10:00,2019-01-02 18:15:00,-1,109.330,109.281,4.4
569,588,2019-01-02 21:55:00,2019-01-02 23:30:00,-1,109.277,109.081,19.1
643,646,2019-01-03 04:05:00,2019-01-03 04:20:00,-1,107.513,107.476,3.2
649,654,2019-01-03 04:35:00,2019-01-03 05:00:00,-1,107.321,107.124,19.2
683,687,2019-01-03 07:25:00,2019-01-03 07:45:00,-1,106.918,106.841,7.2
723,728,2019-01-03 10:45:00,2019-01-03 11:10:00,1,107.703,107.760,5.2
738,749,2019-01-03 12:00:00,2019-01-03 12:55:00,-1,107.648,107.593,5.0
773,780,2019-01-03 14:55:00,2019-01-03 15:30:00,1,107.640,107.857,21.2
795,796,2019-01-03 16:45:00,2019-01-03 16:50:00,1,107.749,107.757,0.3
801,806,2019-01-03 17:15:00,2019-01-03 17:40:00,-1,107.339,107.590,-25.6
823,824,2019-01-03 19:05:00,2019-01-03 19:10:00,-1,108.033,107.970,5.8
830,846,2019-01-03 19:40:00,2019-01-03 21:00:00,-1,107.855,107.829,2.1
869,873,2019-01-03 22:55:00,2019-01-03 23:15:00,-1,107.562,107.500,5.7
908,924,2019-01-04 02:10:00,2019-01-04 03:30:00,-1,107.650,107.542,10.3
928,929,2019-01-04 03:50:00,2019-01-04 03:55:00,1,107.796,107.859,5.8
952,953,2019-01-04 05:50:00,2019-01-04 05:55:00,1,108.234,108.268,2.9
955,966,2019-01-04 06:05:00,2019-01-04 07:00:00,-1,108.344,108.324,1.5
979,980,2019-01-04 08:05:00,2019-01-04 08:10:00,-1,108.273,108.174,9.4
1004,1017,2019-01-04 10:10:00,2019-01-04 11:15:00,-1,107.933,107.902,2.6
1039,1043,2019-01-04 13:05:00,2019-01-04 13:25:00,-1,107.973,107.959,0.9
1050,1051,2019-01-04 14:00:00,2019-01-04 14:05:00,-1,107.979,107.970,0.4
1057,1063,2019-01-04 14:35:00,2019-01-04 15:05:00,1,107.985,108.021,3.1
1076,1086,2019-01-04 16:10:00,2019-01-04 17:00:00,-1,108.341,108.463,-12.7
1088,1091,2019-01-04 17:10:00,2019-01-04 17:25:00,-1,108.372,108.201,16.6
1101,1102,2019-01-04 18:15:00,2019-01-04 18:20:00,-1,108.279,108.264,1.0
1108,1109,2019-01-04 18:50:00,2019-01-04 18:55:00,-1,108.325,108.281,3.9
