entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
170,172,2018-09-10 02:05:00,2018-09-10 02:15:00,-1,110.958,110.910,4.3
211,213,2018-09-10 05:30:00,2018-09-10 05:40:00,-1,110.937,110.951,-1.9
220,221,2018-09-10 06:15:00,2018-09-10 06:20:00,-1,110.954,110.961,-1.2
225,227,2018-09-10 06:40:00,2018-09-10 06:50:00,1,110.983,111.004,1.6
236,237,2018-09-10 07:35:00,2018-09-10 07:40:00,-1,110.975,110.942,2.8
244,250,2018-09-10 08:15:00,2018-09-10 08:45:00,-1,110.930,110.947,-2.2
257,261,2018-09-10 09:20:00,2018-09-10 09:40:00,-1,110.938,110.918,1.5
270,274,2018-09-10 10:25:00,2018-09-10 10:45:00,1,110.999,110.986,-1.8
282,285,2018-09-10 11:25:00,2018-09-10 11:40:00,1,111.002,111.016,0.9
301,308,2018-09-10 13:00:00,2018-09-10 13:35:00,1,111.113,111.115,-0.3
315,339,2018-09-10 14:10:00,2018-09-10 16:10:00,-1,111.089,111.115,-3.1
341,349,2018-09-10 16:20:00,2018-09-10 17:00:00,1,111.122,111.158,3.1
362,363,2018-09-10 18:05:00,2018-09-10 18:10:00,1,111.081,111.099,1.3
372,374,2018-09-10 18:55:00,2018-09-10 19:05:00,-1,111.101,111.074,2.2
383,385,2018-09-10 19:50:00,2018-09-10 20:00:00,1,111.106,111.118,0.7
398,403,2018-09-10 21:05:00,2018-09-10 21:30:00,1,111.119,111.140,1.6
408,419,2018-09-10 21:55:00,2018-09-10 22:50:00,1,111.186,111.199,0.8
423,431,2018-09-10 23:10:00,2018-09-10 23:50:00,-1,111.160,111.120,3.5
469,471,2018-09-11 03:00:00,2018-09-11 03:10:00,1,111.131,111.157,2.1
489,496,2018-09-11 04:40:00,2018-09-11 05:15:00,1,111.412,111.423,0.6
515,516,2018-09-11 06:50:00,2018-09-11 06:55:00,1,111.414,111.434,1.5
523,547,2018-09-11 07:30:00,2018-09-11 09:30:00,-1,111.420,111.432,-1.7
550,567,2018-09-11 09:45:00,2018-09-11 11:10:00,1,111.436,111.503,6.2
580,604,2018-09-11 12:15:00,2018-09-11 14:15:00,-1,111.343,111.353,-1.5
633,634,2018-09-11 16:40:00,2018-09-11 16:45:00,-1,111.434,111.421,0.8
642,647,2018-09-11 17:25:00,2018-09-11 17:50:00,1,111.533,111.471,-6.7
665,667,2018-09-11 19:20:00,2018-09-11 19:30:00,1,111.570,111.573,-0.2
704,711,2018-09-11 22:35:00,2018-09-11 23:10:00,1,111.615,111.583,-3.7
721,722,2018-09-12 00:00:00,2018-09-12 00:05:00,-1,111.619,111.544,7.0
741,742,2018-09-12 01:40:00,2018-09-12 01:45:00,1,111.602,111.609,0.2
746,752,2018-09-12 02:05:00,2018-09-12 02:35:00,1,111.601,111.596,-1.0
760,761,2018-09-12 03:15:00,2018-09-12 03:20:00,-1,111.547,111.516,2.6
764,768,2018-09-12 03:35:00,2018-09-12 03:55:00,1,111.533,111.529,-0.9
777,781,2018-09-12 04:40:00,2018-09-12 05:00:00,1,111.497,111.485,-1.7
781,783,2018-09-12 05:00:00,2018-09-12 05:10:00,-1,111.485,111.467,1.3
810,823,2018-09-12 07:25:00,2018-09-12 08:30:00,1,111.484,111.502,1.3
832,833,2018-09-12 09:15:00,2018-09-12 09:20:00,1,111.517,111.553,3.1
870,873,2018-09-12 12:25:00,2018-09-12 12:40:00,1,111.463,111.453,-1.5
882,883,2018-09-12 13:25:00,2018-09-12 13:30:00,1,111.446,111.466,1.5
892,895,2018-09-12 14:15:00,2018-09-12 14:30:00,1,111.480,111.497,1.2
906,913,2018-09-12 15:25:00,2018-09-12 16:00:00,-1,111.465,111.288,17.2
937,938,2018-09-12 18:00:00,2018-09-12 18:05:00,1,111.252,111.284,2.7
949,952,2018-09-12 19:00:00,2018-09-12 19:15:00,-1,111.289,111.274,1.0
963,981,2018-09-12 20:10:00,2018-09-12 21:40:00,-1,111.259,111.204,5.0
996,1015,2018-09-12 22:55:00,2018-09-13 00:30:00,1,111.244,111.241,-0.8
1048,1059,2018-09-13 03:15:00,2018-09-13 04:10:00,1,111.304,111.401,9.2
1075,1093,2018-09-13 05:30:00,2018-09-13 07:00:00,-1,111.315,111.359,-4.9
1111,1123,2018-09-13 08:30:00,2018-09-13 09:30:00,1,111.435,111.413,-2.7
1123,1143,2018-09-13 09:30:00,2018-09-13 11:10:00,-1,111.413,111.450,-4.2
1147,1148,2018-09-13 11:30:00,2018-09-13 11:35:00,1,111.454,111.461,0.2
1154,1158,2018-09-13 12:05:00,2018-09-13 12:25:00,1,111.499,111.473,-3.1
1161,1164,2018-09-13 12:40:00,2018-09-13 12:55:00,-1,111.443,111.433,0.5
1173,1174,2018-09-13 13:40:00,2018-09-13 13:45:00,1,111.471,111.491,1.5
1177,1184,2018-09-13 14:00:00,2018-09-13 14:35:00,-1,111.501,111.537,-4.1
1201,1202,2018-09-13 16:00:00,2018-09-13 16:05:00,-1,111.465,111.395,6.5
1211,1213,2018-09-13 16:50:00,2018-09-13 17:00:00,-1,111.610,111.589,1.6
1213,1224,2018-09-13 17:00:00,2018-09-13 17:55:00,1,111.589,111.856,26.2
1248,1253,2018-09-13 19:55:00,2018-09-13 20:20:00,-1,111.854,111.817,3.2
1260,1271,2018-09-13 20:55:00,2018-09-13 21:50:00,-1,111.857,111.854,-0.2
1275,1277,2018-09-13 22:10:00,2018-09-13 22:20:00,1,111.915,111.960,4.0
1309,1325,2018-09-14 01:00:00,2018-09-14 02:20:00,-1,111.908,111.962,-5.9
1325,1331,2018-09-14 02:20:00,2018-09-14 02:50:00,1,111.962,112.000,3.3
1337,1338,2018-09-14 03:20:00,2018-09-14 03:25:00,1,112.011,112.023,0.7
1366,1369,2018-09-14 05:45:00,2018-09-14 06:00:00,-1,111.888,111.856,2.7
1374,1375,2018-09-14 06:25:00,2018-09-14 06:30:00,-1,111.879,111.851,2.3
1391,1394,2018-09-14 07:50:00,2018-09-14 08:05:00,-1,111.839,111.811,2.3
1407,1410,2018-09-14 09:10:00,2018-09-14 09:25:00,1,111.849,111.913,5.9
1415,1431,2018-09-14 09:50:00,2018-09-14 11:10:00,1,111.883,111.855,-3.3
1470,1484,2018-09-14 14:25:00,2018-09-14 15:35:00,1,111.840,111.937,9.2
1491,1492,2018-09-14 16:10:00,2018-09-14 16:15:00,-1,112.017,111.961,5.1
1507,1509,2018-09-14 17:30:00,2018-09-14 17:40:00,-1,112.031,112.036,-1.0
1527,1543,2018-09-14 19:10:00,2018-09-14 20:30:00,-1,111.939,111.983,-4.9
