entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
168,177,2018-01-02 09:35:00,2018-01-02 10:20:00,-1,112.629,112.597,2.7000000000010687
180,184,2018-01-02 10:35:00,2018-01-02 10:55:00,-1,112.412,112.392,1.5000000000010232
193,199,2018-01-02 11:40:00,2018-01-02 12:10:00,-1,112.32,112.259,5.599999999999284
328,349,2018-01-02 22:55:00,2018-01-03 00:40:00,-1,112.245,112.263,-2.300000000000068
485,491,2018-01-03 12:00:00,2018-01-03 12:30:00,-1,112.289,112.274,1.0000000000000568
497,507,2018-01-03 13:00:00,2018-01-03 13:50:00,-1,112.238,112.258,-2.499999999999602
581,593,2018-01-03 20:00:00,2018-01-03 21:00:00,-1,112.321,112.302,1.3999999999991246
614,617,2018-01-03 22:45:00,2018-01-03 23:00:00,1,112.427,112.451,1.8999999999986699
740,776,2018-01-04 09:15:00,2018-01-04 12:15:00,-1,112.576,112.549,2.1999999999986812
851,862,2018-01-04 18:30:00,2018-01-04 19:25:00,1,112.768,112.823,4.999999999999261
865,870,2018-01-04 19:40:00,2018-01-04 20:05:00,1,112.777,112.757,-2.499999999999602
980,994,2018-01-05 05:15:00,2018-01-05 06:25:00,1,112.814,112.833,1.4000000000005457
1125,1129,2018-01-05 17:20:00,2018-01-05 17:40:00,1,113.094,113.249,15.000000000000114
1158,1163,2018-01-05 20:05:00,2018-01-05 20:30:00,1,113.148,113.141,-1.1999999999990791
