entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
162,171,2018-09-24 01:25:00,2018-09-24 02:10:00,1,112.525,112.506,-2.4
183,198,2018-09-24 03:10:00,2018-09-24 04:25:00,1,112.559,112.594,3.0
218,244,2018-09-24 06:05:00,2018-09-24 08:15:00,1,112.578,112.570,-1.3
256,267,2018-09-24 09:15:00,2018-09-24 10:10:00,1,112.580,112.534,-5.1
280,298,2018-09-24 11:15:00,2018-09-24 12:45:00,1,112.583,112.657,6.9
311,320,2018-09-24 13:50:00,2018-09-24 14:35:00,-1,112.623,112.598,2.0
330,331,2018-09-24 15:25:00,2018-09-24 15:30:00,1,112.627,112.634,0.2
334,345,2018-09-24 15:45:00,2018-09-24 16:40:00,-1,112.590,112.510,7.5
361,362,2018-09-24 18:00:00,2018-09-24 18:05:00,1,112.526,112.534,0.3
376,378,2018-09-24 19:15:00,2018-09-24 19:25:00,1,112.598,112.593,-1.0
380,380,2018-09-24 19:35:00,2018-09-24 19:35:00,-1,112.586,112.586,-0.5
389,394,2018-09-24 20:20:00,2018-09-24 20:45:00,1,112.670,112.734,5.9
421,426,2018-09-24 23:00:00,2018-09-24 23:25:00,1,112.748,112.768,1.5
467,471,2018-09-25 02:50:00,2018-09-25 03:10:00,1,112.795,112.778,-2.2
481,489,2018-09-25 04:00:00,2018-09-25 04:40:00,1,112.902,112.873,-3.4
494,498,2018-09-25 05:05:00,2018-09-25 05:25:00,1,112.819,112.832,0.8
507,514,2018-09-25 06:10:00,2018-09-25 06:45:00,-1,112.831,112.805,2.1
530,535,2018-09-25 08:05:00,2018-09-25 08:30:00,1,112.880,112.900,1.5
542,547,2018-09-25 09:05:00,2018-09-25 09:30:00,-1,112.869,112.876,-1.2
552,554,2018-09-25 09:55:00,2018-09-25 10:05:00,1,112.913,112.921,0.3
602,603,2018-09-25 14:05:00,2018-09-25 14:10:00,1,112.857,112.873,1.1
607,608,2018-09-25 14:30:00,2018-09-25 14:35:00,-1,112.782,112.755,2.2
612,613,2018-09-25 14:55:00,2018-09-25 15:00:00,1,112.774,112.799,2.0
626,627,2018-09-25 16:05:00,2018-09-25 16:10:00,1,112.792,112.789,-0.8
640,641,2018-09-25 17:15:00,2018-09-25 17:20:00,1,112.848,112.867,1.4
650,651,2018-09-25 18:05:00,2018-09-25 18:10:00,1,112.843,112.869,2.1
657,658,2018-09-25 18:40:00,2018-09-25 18:45:00,1,112.888,112.906,1.3
