entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
230,251,2018-06-11 07:05:00,2018-06-11 08:50:00,1,109.733,109.777,3.9
331,344,2018-06-11 15:30:00,2018-06-11 16:35:00,-1,109.929,109.868,5.6
393,397,2018-06-11 20:40:00,2018-06-11 21:00:00,1,110.080,110.075,-1.0
436,441,2018-06-12 00:15:00,2018-06-12 00:40:00,-1,110.020,109.996,1.9
446,466,2018-06-12 01:05:00,2018-06-12 02:45:00,1,110.037,110.365,32.3
587,592,2018-06-12 12:50:00,2018-06-12 13:15:00,-1,110.114,110.151,-4.2
617,620,2018-06-12 15:20:00,2018-06-12 15:35:00,1,110.361,110.317,-4.9
635,643,2018-06-12 16:50:00,2018-06-12 17:30:00,-1,110.241,110.223,1.3
689,692,2018-06-12 21:20:00,2018-06-12 21:35:00,1,110.433,110.427,-1.1
699,704,2018-06-12 22:10:00,2018-06-12 22:35:00,-1,110.344,110.314,2.5
737,741,2018-06-13 01:20:00,2018-06-13 01:40:00,1,110.401,110.499,9.3
772,800,2018-06-13 04:15:00,2018-06-13 06:35:00,1,110.543,110.638,9.0
1055,1057,2018-06-14 03:50:00,2018-06-14 04:00:00,1,110.272,110.291,1.4
1069,1071,2018-06-14 05:00:00,2018-06-14 05:10:00,-1,110.263,110.273,-1.5
1127,1132,2018-06-14 09:50:00,2018-06-14 10:15:00,-1,110.037,110.048,-1.6
1181,1184,2018-06-14 14:20:00,2018-06-14 14:35:00,-1,110.001,109.988,0.8
1186,1190,2018-06-14 14:45:00,2018-06-14 15:05:00,1,110.035,110.117,7.7
1258,1260,2018-06-14 20:45:00,2018-06-14 20:55:00,1,110.558,110.575,1.2
1376,1380,2018-06-15 06:35:00,2018-06-15 06:55:00,1,110.695,110.706,0.6
1390,1418,2018-06-15 07:45:00,2018-06-15 10:05:00,1,110.724,110.805,7.6
1483,1485,2018-06-15 15:30:00,2018-06-15 15:40:00,1,110.621,110.485,-14.1
1558,1562,2018-06-15 21:45:00,2018-06-15 22:05:00,-1,110.599,110.580,1.4
