entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
173,180,2018-11-12 02:20:00,2018-11-12 02:55:00,1,113.856,113.914,5.3
192,203,2018-11-12 03:55:00,2018-11-12 04:50:00,-1,113.950,113.966,-2.1
243,263,2018-11-12 08:10:00,2018-11-12 09:50:00,1,114.043,114.156,10.8
359,363,2018-11-12 17:50:00,2018-11-12 18:10:00,1,113.778,113.748,-3.5
364,369,2018-11-12 18:15:00,2018-11-12 18:40:00,-1,113.731,113.691,3.5
399,418,2018-11-12 21:10:00,2018-11-12 22:45:00,1,113.824,113.799,-3.0
438,440,2018-11-13 00:25:00,2018-11-13 00:35:00,-1,113.826,113.792,2.9
444,453,2018-11-13 00:55:00,2018-11-13 01:40:00,-1,113.792,113.749,3.8
476,480,2018-11-13 03:35:00,2018-11-13 03:55:00,1,113.662,113.707,4.0
485,488,2018-11-13 04:20:00,2018-11-13 04:35:00,1,113.681,113.721,3.5
510,534,2018-11-13 06:25:00,2018-11-13 08:25:00,-1,113.993,113.946,4.2
542,551,2018-11-13 09:05:00,2018-11-13 09:50:00,-1,113.949,114.004,-6.0
579,589,2018-11-13 12:10:00,2018-11-13 13:00:00,-1,114.097,114.071,2.1
632,638,2018-11-13 16:35:00,2018-11-13 17:05:00,-1,113.940,113.901,3.4
658,659,2018-11-13 18:45:00,2018-11-13 18:50:00,1,113.964,113.978,0.9
668,669,2018-11-13 19:35:00,2018-11-13 19:40:00,-1,113.997,113.971,2.1
681,682,2018-11-13 20:40:00,2018-11-13 20:45:00,-1,114.008,113.982,2.1
690,695,2018-11-13 21:25:00,2018-11-13 21:50:00,-1,113.869,113.797,6.7
721,722,2018-11-14 00:00:00,2018-11-14 00:05:00,1,113.784,113.814,2.5
733,744,2018-11-14 01:00:00,2018-11-14 01:55:00,1,113.798,113.786,-1.7
752,755,2018-11-14 02:35:00,2018-11-14 02:50:00,1,113.848,113.896,4.3
764,766,2018-11-14 03:35:00,2018-11-14 03:45:00,1,113.929,113.928,-0.6
771,795,2018-11-14 04:10:00,2018-11-14 06:10:00,-1,113.934,113.889,4.0
