entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
162,164,2018-03-26 01:25:00,2018-03-26 01:35:00,1,104.789,104.759,-3.5
218,220,2018-03-26 06:05:00,2018-03-26 06:15:00,-1,104.880,104.881,-0.6
229,231,2018-03-26 07:00:00,2018-03-26 07:10:00,1,104.943,104.937,-1.1
270,271,2018-03-26 10:25:00,2018-03-26 10:30:00,-1,105.109,105.067,3.7
294,295,2018-03-26 12:25:00,2018-03-26 12:30:00,-1,104.996,104.986,0.5
317,320,2018-03-26 14:20:00,2018-03-26 14:35:00,-1,105.111,105.102,0.4
343,347,2018-03-26 16:30:00,2018-03-26 16:50:00,1,105.223,105.147,-8.1
347,351,2018-03-26 16:50:00,2018-03-26 17:10:00,-1,105.147,105.173,-3.1
351,353,2018-03-26 17:10:00,2018-03-26 17:20:00,-1,105.173,105.113,5.5
358,359,2018-03-26 17:45:00,2018-03-26 17:50:00,-1,105.074,105.040,2.9
361,362,2018-03-26 18:00:00,2018-03-26 18:05:00,1,105.042,105.051,0.4
377,378,2018-03-26 19:20:00,2018-03-26 19:25:00,1,105.052,105.063,0.6
415,416,2018-03-26 22:30:00,2018-03-26 22:35:00,-1,105.384,105.405,-2.6
424,446,2018-03-26 23:15:00,2018-03-27 01:05:00,-1,105.380,105.478,-10.3
446,470,2018-03-27 01:05:00,2018-03-27 03:05:00,-1,105.478,105.519,-4.6
501,508,2018-03-27 05:40:00,2018-03-27 06:15:00,-1,105.613,105.626,-1.8
627,632,2018-03-27 16:10:00,2018-03-27 16:35:00,-1,105.723,105.726,-0.8
811,812,2018-03-28 07:30:00,2018-03-28 07:35:00,1,105.561,105.611,4.5
851,852,2018-03-28 10:50:00,2018-03-28 10:55:00,-1,105.476,105.456,1.5
915,918,2018-03-28 16:10:00,2018-03-28 16:25:00,-1,106.098,106.186,-9.3
921,925,2018-03-28 16:40:00,2018-03-28 17:00:00,-1,106.029,106.217,-19.3
925,927,2018-03-28 17:00:00,2018-03-28 17:10:00,-1,106.217,106.203,0.9
928,931,2018-03-28 17:15:00,2018-03-28 17:30:00,1,106.145,106.214,6.4
981,983,2018-03-28 21:40:00,2018-03-28 21:50:00,1,106.938,106.916,-2.7
987,1001,2018-03-28 22:10:00,2018-03-28 23:20:00,-1,106.745,106.859,-11.9
1155,1158,2018-03-29 12:10:00,2018-03-29 12:25:00,-1,106.630,106.626,-0.1
1183,1189,2018-03-29 14:30:00,2018-03-29 15:00:00,-1,106.503,106.504,-0.6
1252,1253,2018-03-29 20:15:00,2018-03-29 20:20:00,-1,106.439,106.427,0.7
1278,1282,2018-03-29 22:25:00,2018-03-29 22:45:00,-1,106.456,106.423,2.8
1348,1350,2018-03-30 04:15:00,2018-03-30 04:25:00,1,106.291,106.284,-1.2
