entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
167,170,2018-04-02 01:50:00,2018-04-02 02:05:00,-1,106.321,106.297,1.9
260,262,2018-04-02 09:35:00,2018-04-02 09:45:00,-1,106.322,106.326,-0.9
340,343,2018-04-02 16:15:00,2018-04-02 16:30:00,-1,106.372,106.362,0.5
385,393,2018-04-02 20:00:00,2018-04-02 20:40:00,-1,105.999,105.843,15.1
526,527,2018-04-03 07:45:00,2018-04-03 07:50:00,1,105.921,105.916,-1.0
547,549,2018-04-03 09:30:00,2018-04-03 09:40:00,1,106.029,106.023,-1.1
588,590,2018-04-03 12:55:00,2018-04-03 13:05:00,-1,106.183,106.183,-0.5
614,616,2018-04-03 15:05:00,2018-04-03 15:15:00,1,106.273,106.233,-4.5
629,632,2018-04-03 16:20:00,2018-04-03 16:35:00,1,106.388,106.508,11.5
703,705,2018-04-03 22:30:00,2018-04-03 22:40:00,1,106.629,106.589,-4.5
735,740,2018-04-04 01:10:00,2018-04-04 01:35:00,-1,106.568,106.522,4.1
767,769,2018-04-04 03:50:00,2018-04-04 04:00:00,-1,106.531,106.512,1.4
860,862,2018-04-04 11:35:00,2018-04-04 11:45:00,1,106.081,106.159,7.3
945,947,2018-04-04 18:40:00,2018-04-04 18:50:00,-1,106.556,106.546,0.5
981,982,2018-04-04 21:40:00,2018-04-04 21:45:00,-1,106.717,106.748,-3.6
1067,1071,2018-04-05 04:50:00,2018-04-05 05:10:00,1,106.911,106.968,5.2
1110,1111,2018-04-05 08:25:00,2018-04-05 08:30:00,-1,106.882,106.902,-2.5
1123,1127,2018-04-05 09:30:00,2018-04-05 09:50:00,1,106.960,107.039,7.4
1234,1238,2018-04-05 18:45:00,2018-04-05 19:05:00,1,107.448,107.469,1.6
1358,1363,2018-04-06 05:05:00,2018-04-06 05:30:00,1,107.134,107.198,5.9
1396,1399,2018-04-06 08:15:00,2018-04-06 08:30:00,1,107.340,107.303,-4.2
1438,1452,2018-04-06 11:45:00,2018-04-06 12:55:00,-1,107.392,107.336,5.1
1492,1496,2018-04-06 16:15:00,2018-04-06 16:35:00,-1,107.124,107.110,0.9
1549,1552,2018-04-06 21:00:00,2018-04-06 21:15:00,-1,106.841,106.860,-2.4
