entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
177,206,2018-06-25 02:40:00,2018-06-25 05:05:00,-1,109.856,109.501,35.0
285,286,2018-06-25 11:40:00,2018-06-25 11:45:00,-1,109.492,109.514,-2.7
290,291,2018-06-25 12:05:00,2018-06-25 12:10:00,-1,109.444,109.407,3.2
317,318,2018-06-25 14:20:00,2018-06-25 14:25:00,1,109.581,109.611,2.5
332,333,2018-06-25 15:35:00,2018-06-25 15:40:00,1,109.571,109.599,2.3
338,339,2018-06-25 16:05:00,2018-06-25 16:10:00,1,109.621,109.628,0.2
349,352,2018-06-25 17:00:00,2018-06-25 17:15:00,-1,109.517,109.498,1.4
373,374,2018-06-25 19:00:00,2018-06-25 19:05:00,-1,109.604,109.557,4.2
386,387,2018-06-25 20:05:00,2018-06-25 20:10:00,-1,109.497,109.507,-1.5
428,439,2018-06-25 23:35:00,2018-06-26 00:30:00,1,109.749,109.734,-2.0
447,458,2018-06-26 01:10:00,2018-06-26 02:05:00,-1,109.729,109.657,6.7
469,470,2018-06-26 03:00:00,2018-06-26 03:05:00,-1,109.628,109.597,2.6
522,523,2018-06-26 07:25:00,2018-06-26 07:30:00,-1,109.407,109.410,-0.8
526,532,2018-06-26 07:45:00,2018-06-26 08:15:00,1,109.428,109.549,11.6
535,536,2018-06-26 08:30:00,2018-06-26 08:35:00,1,109.539,109.548,0.4
554,555,2018-06-26 10:05:00,2018-06-26 10:10:00,1,109.671,109.647,-2.9
577,579,2018-06-26 12:00:00,2018-06-26 12:10:00,-1,109.636,109.665,-3.4
581,585,2018-06-26 12:20:00,2018-06-26 12:40:00,1,109.690,109.729,3.4
618,620,2018-06-26 15:25:00,2018-06-26 15:35:00,1,109.597,109.592,-1.0
622,631,2018-06-26 15:45:00,2018-06-26 16:30:00,1,109.655,109.745,8.5
639,640,2018-06-26 17:10:00,2018-06-26 17:15:00,1,109.813,109.881,6.3
670,678,2018-06-26 19:45:00,2018-06-26 20:25:00,1,109.960,110.155,19.0
680,681,2018-06-26 20:35:00,2018-06-26 20:40:00,1,110.115,110.133,1.3
711,715,2018-06-26 23:10:00,2018-06-26 23:30:00,-1,110.072,110.047,2.0
721,723,2018-06-27 00:00:00,2018-06-27 00:10:00,-1,110.023,110.039,-2.1
735,745,2018-06-27 01:10:00,2018-06-27 02:00:00,1,110.042,110.048,0.1
754,762,2018-06-27 02:45:00,2018-06-27 03:25:00,1,110.092,110.098,0.1
762,763,2018-06-27 03:25:00,2018-06-27 03:30:00,-1,110.098,110.064,2.9
770,771,2018-06-27 04:05:00,2018-06-27 04:10:00,-1,109.935,109.931,-0.1
793,794,2018-06-27 06:00:00,2018-06-27 06:05:00,1,109.884,109.871,-1.8
797,809,2018-06-27 06:20:00,2018-06-27 07:20:00,1,109.896,109.937,3.6
813,819,2018-06-27 07:40:00,2018-06-27 08:10:00,1,109.974,109.943,-3.6
837,838,2018-06-27 09:40:00,2018-06-27 09:45:00,-1,109.857,109.816,3.6
843,851,2018-06-27 10:10:00,2018-06-27 10:50:00,-1,109.751,109.698,4.8
859,860,2018-06-27 11:30:00,2018-06-27 11:35:00,1,109.775,109.782,0.2
870,872,2018-06-27 12:25:00,2018-06-27 12:35:00,1,109.819,109.833,0.9
890,894,2018-06-27 14:05:00,2018-06-27 14:25:00,1,109.856,109.926,6.5
915,916,2018-06-27 16:10:00,2018-06-27 16:15:00,1,110.247,110.287,3.5
957,966,2018-06-27 19:40:00,2018-06-27 20:25:00,-1,110.329,110.196,12.8
984,987,2018-06-27 21:55:00,2018-06-27 22:10:00,-1,110.186,110.222,-4.1
992,996,2018-06-27 22:35:00,2018-06-27 22:55:00,1,110.299,110.275,-2.9
1024,1025,2018-06-28 01:15:00,2018-06-28 01:20:00,1,110.249,110.251,-0.3
1047,1050,2018-06-28 03:10:00,2018-06-28 03:25:00,-1,110.175,109.999,17.1
1123,1125,2018-06-28 09:30:00,2018-06-28 09:40:00,1,110.297,110.346,4.4
1150,1151,2018-06-28 11:45:00,2018-06-28 11:50:00,-1,110.310,110.296,0.9
1161,1181,2018-06-28 12:40:00,2018-06-28 14:20:00,-1,110.254,110.210,3.9
1197,1200,2018-06-28 15:40:00,2018-06-28 15:55:00,-1,110.099,110.061,3.3
1216,1217,2018-06-28 17:15:00,2018-06-28 17:20:00,1,110.251,110.242,-1.4
1224,1225,2018-06-28 17:55:00,2018-06-28 18:00:00,1,110.313,110.360,4.2
1235,1236,2018-06-28 18:50:00,2018-06-28 18:55:00,1,110.375,110.387,0.7
1258,1262,2018-06-28 20:45:00,2018-06-28 21:05:00,1,110.384,110.418,2.9
1305,1306,2018-06-29 00:40:00,2018-06-29 00:45:00,-1,110.456,110.453,-0.2
1349,1350,2018-06-29 04:20:00,2018-06-29 04:25:00,1,110.531,110.523,-1.3
1354,1355,2018-06-29 04:45:00,2018-06-29 04:50:00,1,110.520,110.500,-2.5
1367,1369,2018-06-29 05:50:00,2018-06-29 06:00:00,1,110.627,110.702,7.0
1415,1429,2018-06-29 09:50:00,2018-06-29 11:00:00,-1,110.580,110.628,-5.3
1438,1443,2018-06-29 11:45:00,2018-06-29 12:10:00,1,110.710,110.721,0.6
1471,1474,2018-06-29 14:30:00,2018-06-29 14:45:00,-1,110.634,110.596,3.3
1478,1479,2018-06-29 15:05:00,2018-06-29 15:10:00,1,110.628,110.664,3.1
1505,1506,2018-06-29 17:20:00,2018-06-29 17:25:00,-1,110.670,110.665,-0.0
1516,1523,2018-06-29 18:15:00,2018-06-29 18:50:00,1,110.841,110.754,-9.2
1528,1529,2018-06-29 19:15:00,2018-06-29 19:20:00,1,110.752,110.779,2.2
1541,1542,2018-06-29 20:20:00,2018-06-29 20:25:00,1,110.826,110.833,0.2
1556,1558,2018-06-29 21:35:00,2018-06-29 21:45:00,1,110.828,110.852,1.9
1572,1573,2018-06-29 22:55:00,2018-06-29 23:00:00,-1,110.748,110.699,4.4
