entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
177,180,2018-01-15 02:35:00,2018-01-15 02:50:00,-1,110.886,110.844,3.700000000000159
249,261,2018-01-15 08:35:00,2018-01-15 09:35:00,1,110.799,110.82,1.5999999999986585
334,335,2018-01-15 15:40:00,2018-01-15 15:45:00,-1,110.644,110.608,3.1000000000001364
358,360,2018-01-15 17:40:00,2018-01-15 17:50:00,-1,110.592,110.537,4.999999999999261
397,400,2018-01-15 20:55:00,2018-01-15 21:10:00,-1,110.332,110.359,-3.2000000000001023
482,496,2018-01-16 04:00:00,2018-01-16 05:10:00,1,110.786,110.904,11.2999999999995
634,636,2018-01-16 16:40:00,2018-01-16 16:50:00,1,110.73,110.827,9.19999999999942
657,666,2018-01-16 18:35:00,2018-01-16 19:20:00,-1,110.771,110.792,-2.6000000000000796
676,681,2018-01-16 20:10:00,2018-01-16 20:35:00,-1,110.703,110.658,4.0000000000001705
764,769,2018-01-17 03:30:00,2018-01-17 03:55:00,1,110.471,110.407,-6.900000000000716
771,773,2018-01-17 04:05:00,2018-01-17 04:15:00,1,110.403,110.558,15.000000000000114
838,853,2018-01-17 09:40:00,2018-01-17 10:55:00,-1,110.72,110.79,-7.500000000000739
881,883,2018-01-17 13:15:00,2018-01-17 13:25:00,1,110.681,110.7,1.4000000000005457
900,912,2018-01-17 14:50:00,2018-01-17 15:50:00,-1,110.775,110.696,7.400000000000773
992,1004,2018-01-17 22:30:00,2018-01-17 23:30:00,-1,111.129,111.259,-13.499999999999545
1004,1011,2018-01-17 23:30:00,2018-01-18 00:05:00,1,111.259,111.317,5.299999999999272
1040,1060,2018-01-18 02:30:00,2018-01-18 04:10:00,-1,111.251,111.281,-3.5000000000001137
1207,1217,2018-01-18 16:25:00,2018-01-18 17:15:00,-1,111.074,110.872,19.699999999999818
1406,1423,2018-01-19 09:00:00,2018-01-19 10:25:00,-1,110.774,110.669,10.000000000000398
