entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
181,183,2018-06-04 03:00:00,2018-06-04 03:10:00,1,109.596,109.609,0.8
223,227,2018-06-04 06:30:00,2018-06-04 06:50:00,1,109.608,109.605,-0.8
263,280,2018-06-04 09:50:00,2018-06-04 11:15:00,-1,109.612,109.463,14.4
410,427,2018-06-04 22:05:00,2018-06-04 23:30:00,1,109.734,109.803,6.4
723,732,2018-06-06 00:10:00,2018-06-06 00:55:00,1,109.773,109.808,3.0
827,837,2018-06-06 08:50:00,2018-06-06 09:40:00,-1,109.902,109.951,-5.4
846,867,2018-06-06 10:25:00,2018-06-06 12:10:00,1,110.120,110.077,-4.8
920,931,2018-06-06 16:35:00,2018-06-06 17:30:00,-1,110.037,109.936,9.6
952,957,2018-06-06 19:15:00,2018-06-06 19:40:00,-1,110.026,110.055,-3.4
957,961,2018-06-06 19:40:00,2018-06-06 20:00:00,1,110.055,110.108,4.8
985,988,2018-06-06 22:00:00,2018-06-06 22:15:00,-1,110.175,110.190,-2.0
1010,1017,2018-06-07 00:05:00,2018-06-07 00:40:00,-1,110.164,110.147,1.2
1063,1071,2018-06-07 04:30:00,2018-06-07 05:10:00,-1,110.080,109.971,10.4
1114,1115,2018-06-07 08:45:00,2018-06-07 08:50:00,-1,109.909,109.890,1.4
1311,1327,2018-06-08 01:20:00,2018-06-08 02:40:00,-1,109.657,109.663,-1.1
1344,1346,2018-06-08 04:05:00,2018-06-08 04:15:00,1,109.783,109.821,3.3
1407,1414,2018-06-08 09:20:00,2018-06-08 09:55:00,-1,109.586,109.512,6.9
1430,1433,2018-06-08 11:15:00,2018-06-08 11:30:00,-1,109.378,109.346,2.7
1472,1488,2018-06-08 14:45:00,2018-06-08 16:05:00,1,109.323,109.528,20.0
1547,1552,2018-06-08 21:00:00,2018-06-08 21:25:00,-1,109.413,109.430,-2.2
