entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
184,185,2018-03-19 03:15:00,2018-03-19 03:20:00,-1,106.081,106.043,3.3
212,215,2018-03-19 05:35:00,2018-03-19 05:50:00,1,105.848,105.789,-6.4
338,345,2018-03-19 16:05:00,2018-03-19 16:40:00,-1,106.182,106.123,5.4
381,383,2018-03-19 19:40:00,2018-03-19 19:50:00,1,105.865,105.792,-7.8
415,429,2018-03-19 22:30:00,2018-03-19 23:40:00,1,106.090,106.094,-0.1
464,474,2018-03-20 02:35:00,2018-03-20 03:25:00,-1,105.975,106.031,-6.1
491,492,2018-03-20 04:50:00,2018-03-20 04:55:00,1,106.266,106.283,1.2
536,557,2018-03-20 08:35:00,2018-03-20 10:20:00,-1,106.247,106.444,-20.2
560,563,2018-03-20 10:35:00,2018-03-20 10:50:00,1,106.549,106.454,-10.0
567,573,2018-03-20 11:10:00,2018-03-20 11:40:00,-1,106.436,106.362,6.9
720,730,2018-03-20 23:55:00,2018-03-21 00:45:00,-1,106.522,106.516,0.1
767,769,2018-03-21 03:50:00,2018-03-21 04:00:00,-1,106.462,106.450,0.7
825,837,2018-03-21 08:40:00,2018-03-21 09:40:00,-1,106.460,106.405,5.0
911,915,2018-03-21 15:50:00,2018-03-21 16:10:00,-1,106.244,106.214,2.5
928,930,2018-03-21 17:15:00,2018-03-21 17:25:00,-1,106.254,106.206,4.3
997,999,2018-03-21 23:00:00,2018-03-21 23:10:00,-1,105.904,105.917,-1.8
1010,1012,2018-03-22 00:05:00,2018-03-22 00:15:00,1,106.023,106.063,3.5
1043,1047,2018-03-22 02:50:00,2018-03-22 03:10:00,-1,105.914,105.933,-2.4
1052,1055,2018-03-22 03:35:00,2018-03-22 03:50:00,-1,105.679,105.654,2.0
1062,1076,2018-03-22 04:25:00,2018-03-22 05:35:00,-1,105.676,105.653,1.8
1079,1086,2018-03-22 05:50:00,2018-03-22 06:25:00,-1,105.642,105.716,-7.9
1090,1106,2018-03-22 06:45:00,2018-03-22 08:05:00,-1,105.678,105.811,-13.8
1108,1112,2018-03-22 08:15:00,2018-03-22 08:35:00,-1,105.782,105.854,-7.7
1112,1114,2018-03-22 08:35:00,2018-03-22 08:45:00,1,105.854,105.917,5.8
1133,1138,2018-03-22 10:20:00,2018-03-22 10:45:00,-1,105.783,105.687,9.1
1196,1201,2018-03-22 15:35:00,2018-03-22 16:00:00,-1,105.412,105.399,0.8
1260,1261,2018-03-22 20:55:00,2018-03-22 21:00:00,1,105.714,105.754,3.5
1267,1271,2018-03-22 21:30:00,2018-03-22 21:50:00,-1,105.630,105.705,-8.0
1275,1279,2018-03-22 22:10:00,2018-03-22 22:30:00,-1,105.582,105.514,6.3
1292,1298,2018-03-22 23:35:00,2018-03-23 00:05:00,-1,105.328,105.275,4.8
1417,1420,2018-03-23 10:00:00,2018-03-23 10:15:00,1,104.824,104.857,2.8
1433,1434,2018-03-23 11:20:00,2018-03-23 11:25:00,-1,105.066,105.005,5.6
1436,1438,2018-03-23 11:35:00,2018-03-23 11:45:00,-1,104.960,104.911,4.4
1533,1538,2018-03-23 19:40:00,2018-03-23 20:05:00,-1,104.869,104.984,-12.0
