entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
256,269,2018-03-05 09:15:00,2018-03-05 10:20:00,1,105.483,105.471,-1.7
288,298,2018-03-05 11:55:00,2018-03-05 12:45:00,-1,105.540,105.607,-7.2
349,366,2018-03-05 17:00:00,2018-03-05 18:25:00,-1,105.780,105.900,-12.5
366,381,2018-03-05 18:25:00,2018-03-05 19:40:00,-1,105.900,106.072,-17.7
387,490,2018-03-05 20:10:00,2018-03-06 04:45:00,1,106.198,106.395,19.2
590,596,2018-03-06 13:05:00,2018-03-06 13:35:00,1,105.996,106.342,34.1
677,686,2018-03-06 20:20:00,2018-03-06 21:05:00,-1,106.181,106.083,9.3
699,703,2018-03-06 22:10:00,2018-03-06 22:30:00,-1,106.193,106.204,-1.6
703,707,2018-03-06 22:30:00,2018-03-06 22:50:00,1,106.204,106.159,-5.0
878,881,2018-03-07 13:05:00,2018-03-07 13:20:00,1,105.563,105.544,-2.4
905,913,2018-03-07 15:20:00,2018-03-07 16:00:00,1,105.876,105.821,-6.0
962,975,2018-03-07 20:05:00,2018-03-07 21:10:00,-1,105.861,105.963,-10.7
1147,1149,2018-03-08 11:30:00,2018-03-08 11:40:00,-1,106.093,106.066,2.2
1276,1283,2018-03-08 22:15:00,2018-03-08 22:50:00,-1,106.212,106.154,5.3
1353,1362,2018-03-09 04:40:00,2018-03-09 05:25:00,-1,106.693,106.637,5.1
1545,1550,2018-03-09 20:40:00,2018-03-09 21:05:00,1,106.836,106.846,0.5
