entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
196,203,2018-04-09 04:15:00,2018-04-09 04:50:00,-1,106.890,106.878,0.7
263,304,2018-04-09 09:50:00,2018-04-09 13:15:00,1,107.111,107.157,4.1
308,312,2018-04-09 13:35:00,2018-04-09 13:55:00,1,107.108,107.104,-0.9
342,343,2018-04-09 16:25:00,2018-04-09 16:30:00,-1,106.958,106.933,2.0
382,384,2018-04-09 19:45:00,2018-04-09 19:55:00,-1,106.943,106.935,0.3
490,493,2018-04-10 04:45:00,2018-04-10 05:00:00,1,106.830,106.919,8.4
559,563,2018-04-10 10:30:00,2018-04-10 10:50:00,-1,107.047,107.032,1.0
574,580,2018-04-10 11:45:00,2018-04-10 12:15:00,-1,107.019,106.985,2.9
631,638,2018-04-10 16:30:00,2018-04-10 17:05:00,-1,106.990,107.006,-2.1
663,679,2018-04-10 19:10:00,2018-04-10 20:30:00,-1,107.255,107.133,11.7
759,761,2018-04-11 03:10:00,2018-04-11 03:20:00,-1,107.039,107.069,-3.5
763,785,2018-04-11 03:30:00,2018-04-11 05:20:00,-1,107.066,107.075,-1.4
803,862,2018-04-11 06:50:00,2018-04-11 11:45:00,-1,107.017,106.960,5.2
907,910,2018-04-11 15:30:00,2018-04-11 15:45:00,-1,106.751,106.740,0.6
937,943,2018-04-11 18:00:00,2018-04-11 18:30:00,-1,106.697,106.705,-1.3
1050,1051,2018-04-12 03:25:00,2018-04-12 03:30:00,-1,106.733,106.750,-2.2
1127,1128,2018-04-12 09:50:00,2018-04-12 09:55:00,-1,106.831,106.862,-3.6
1175,1178,2018-04-12 13:50:00,2018-04-12 14:05:00,-1,107.105,107.111,-1.1
1195,1207,2018-04-12 15:30:00,2018-04-12 16:30:00,1,107.190,107.361,16.6
1285,1288,2018-04-12 23:00:00,2018-04-12 23:15:00,1,107.215,107.258,3.8
1348,1349,2018-04-13 04:15:00,2018-04-13 04:20:00,1,107.417,107.422,-0.0
1405,1408,2018-04-13 09:00:00,2018-04-13 09:15:00,1,107.456,107.551,9.0
