entryX,exitX,entryTime,exitTime,entryStatus,entryPrice,exitPrice,profitPips
186,203,2018-09-03 03:20:00,2018-09-03 04:45:00,-1,111.066,110.951,11.0
247,254,2018-09-03 08:25:00,2018-09-03 09:00:00,1,110.912,110.904,-1.3
270,272,2018-09-03 10:20:00,2018-09-03 10:30:00,1,110.946,110.928,-2.3
285,307,2018-09-03 11:35:00,2018-09-03 13:25:00,1,111.002,111.043,3.6
360,368,2018-09-03 17:50:00,2018-09-03 18:30:00,-1,111.076,111.046,2.5
387,391,2018-09-03 20:05:00,2018-09-03 20:25:00,1,111.069,111.061,-1.3
433,439,2018-09-03 23:55:00,2018-09-04 00:25:00,1,111.102,111.063,-4.4
479,486,2018-09-04 03:45:00,2018-09-04 04:20:00,-1,111.002,110.999,-0.2
529,530,2018-09-04 07:55:00,2018-09-04 08:00:00,1,111.139,111.130,-1.4
543,551,2018-09-04 09:05:00,2018-09-04 09:45:00,1,111.268,111.354,8.1
565,566,2018-09-04 10:55:00,2018-09-04 11:00:00,1,111.396,111.445,4.4
610,623,2018-09-04 14:40:00,2018-09-04 15:45:00,-1,111.219,111.270,-5.6
633,633,2018-09-04 16:35:00,2018-09-04 16:35:00,1,111.351,111.351,-0.5
633,637,2018-09-04 16:35:00,2018-09-04 16:55:00,-1,111.351,111.165,18.1
661,662,2018-09-04 18:55:00,2018-09-04 19:00:00,-1,111.420,111.427,-1.2
667,668,2018-09-04 19:25:00,2018-09-04 19:30:00,-1,111.416,111.373,3.8
689,691,2018-09-04 21:15:00,2018-09-04 21:25:00,1,111.452,111.460,0.3
709,727,2018-09-04 22:55:00,2018-09-05 00:25:00,-1,111.447,111.415,2.7
782,786,2018-09-05 05:00:00,2018-09-05 05:20:00,1,111.553,111.548,-1.0
843,850,2018-09-05 10:05:00,2018-09-05 10:40:00,-1,111.437,111.422,1.0
888,892,2018-09-05 13:50:00,2018-09-05 14:10:00,1,111.604,111.580,-2.9
919,921,2018-09-05 16:25:00,2018-09-05 16:35:00,1,111.660,111.673,0.8
927,928,2018-09-05 17:05:00,2018-09-05 17:10:00,1,111.718,111.677,-4.6
948,950,2018-09-05 18:50:00,2018-09-05 19:00:00,-1,111.504,111.466,3.3
970,974,2018-09-05 20:40:00,2018-09-05 21:00:00,1,111.551,111.558,0.2
978,980,2018-09-05 21:20:00,2018-09-05 21:30:00,-1,111.545,111.521,1.9
997,1006,2018-09-05 22:55:00,2018-09-05 23:40:00,-1,111.496,111.509,-1.8
1021,1022,2018-09-06 00:55:00,2018-09-06 01:00:00,-1,111.499,111.480,1.4
1035,1046,2018-09-06 02:05:00,2018-09-06 03:00:00,-1,111.470,111.439,2.6
1058,1062,2018-09-06 04:00:00,2018-09-06 04:20:00,-1,111.260,111.200,5.5
1072,1074,2018-09-06 05:10:00,2018-09-06 05:20:00,1,111.293,111.303,0.5
1078,1081,2018-09-06 05:40:00,2018-09-06 05:55:00,-1,111.276,111.261,1.0
1095,1099,2018-09-06 07:05:00,2018-09-06 07:25:00,1,111.345,111.381,3.1
1104,1113,2018-09-06 07:50:00,2018-09-06 08:35:00,1,111.375,111.404,2.4
1144,1145,2018-09-06 11:10:00,2018-09-06 11:15:00,-1,111.290,111.253,3.2
1180,1182,2018-09-06 14:10:00,2018-09-06 14:20:00,-1,111.269,111.279,-1.5
1186,1190,2018-09-06 14:40:00,2018-09-06 15:00:00,1,111.270,111.288,1.3
1328,1338,2018-09-07 02:30:00,2018-09-07 03:20:00,-1,110.569,110.438,12.6
1410,1431,2018-09-07 09:20:00,2018-09-07 11:05:00,1,110.651,110.721,6.5
1458,1461,2018-09-07 13:20:00,2018-09-07 13:35:00,1,110.743,110.774,2.6
1474,1488,2018-09-07 14:40:00,2018-09-07 15:50:00,1,110.848,110.965,11.2
1551,1557,2018-09-07 21:05:00,2018-09-07 21:35:00,-1,111.034,111.072,-4.3
